image_name,fold-1,fold-2,fold-3,fold-4,fold-5
AngelmanSlide59.png,train,train,train,train,val
AngelmanSlide60.png,val,train,train,train,train
AngelmanSlide61.png,train,val,train,train,train
AngelmanSlide62.png,train,train,train,train,val
AngelmanSlide63.png,train,train,train,val,train
AngelmanSlide64.png,train,train,val,train,train
AngelmanSlide65.png,val,train,train,train,train
AngelmanSlide66.png,train,val,train,train,train
AngelmanSlide67.png,train,train,val,train,train
AngelmanSlide68.png,train,train,train,val,train
AngelmanSlide69.png,train,train,train,train,val
AngelmanSlide70.png,train,train,val,train,train
AngelmanSlide71.png,train,val,train,train,train
AngelmanSlide72.png,val,train,train,train,train
AngelmanSlide73.png,train,train,train,val,train
AngelmanSlide74.png,train,train,train,train,val
AngelmanSlide75.png,train,train,train,train,val
AngelmanSlide78.png,train,train,train,val,train
AngelmanSlide80.png,train,val,train,train,train
AngelmanSlide81.png,train,train,train,train,val
AngelmanSlide82.png,train,train,train,val,train
AngelmanSlide83.png,val,train,train,train,train
AngelmanSlide84.png,train,val,train,train,train
AngelmanSlide85.png,train,train,val,train,train
AngelmanSlide86.png,val,train,train,train,train
AngelmanSlide87.png,train,train,train,val,train
AngelmanSlide88.png,train,train,val,train,train
AngelmanSlide89.png,train,train,train,train,val
AngelmanSlide90.png,train,val,train,train,train
AngelmanSlide91.png,train,train,train,val,train
AngelmanSlide92.png,train,train,train,train,val
AngelmanSlide93.png,val,train,train,train,train
AngelmanSlide94.png,train,train,val,train,train
AngelmanSlide95.png,train,train,train,val,train
AngelmanSlide95.png,train,train,train,train,val
AngelmanSlide96.png,val,train,train,train,train
AngelmanSlide97.png,train,val,train,train,train
AngelmanSlide98.png,val,train,train,train,train
AngelmanSlide99.png,train,train,val,train,train
AngelmanSlide100.png,train,train,train,val,train
AngelmanSlide101.png,train,val,train,train,train
AngelmanSlide102.png,train,train,train,train,val
AngelmanSlide103.png,train,train,val,train,train
AngelmanSlide104.png,train,train,train,train,val
AngelmanSlide105.png,train,train,train,val,train
AngelmanSlide106.png,train,val,train,train,train
AngelmanSlide107.png,train,val,train,train,train
AngelmanSlide108.png,val,train,train,train,train
AngelmanSlide109.png,val,train,train,train,train
AngelmanSlide110.png,train,train,val,train,train
AngelmanSlide112.png,train,val,train,train,train
AngelmanSlide113.png,train,train,train,train,val
AngelmanSlide114.png,train,train,train,val,train
AngelmanSlide115.png,train,train,val,train,train
AngelmanSlide116.png,val,train,train,train,train
AngelmanSlide117.png,val,train,train,train,train
AngelmanSlide118.png,train,val,train,train,train
AngelmanSlide119.png,train,train,train,val,train
AngelmanSlide120.png,train,train,train,train,val
AngelmanSlide121.png,val,train,train,train,train
AngelmanSlide122.png,train,val,train,train,train
AngelmanSlide123.png,train,train,train,val,train
AngelmanSlide124.png,train,train,train,val,train
AngelmanSlide125.png,train,train,val,train,train
AngelmanSlide126.png,train,train,train,val,train
AngelmanSlide127.png,train,train,train,train,val
AngelmanSlide128.png,train,train,train,train,val
AngelmanSlide129.png,train,train,train,train,val
AngelmanSlide130.png,train,train,train,train,val
AngelmanSlide131.png,val,train,train,train,train
AngelmanSlide132.png,train,train,train,val,train
AngelmanSlide133.png,train,val,train,train,train
AngelmanSlide134.png,train,train,val,train,train
AngelmanSlide135.png,train,train,train,train,val
AngelmanSlide136.png,train,train,train,val,train
AngelmanSlide137.png,val,train,train,train,train
AngelmanSlide138.png,train,val,train,train,train
AngelmanSlide139.png,train,train,val,train,train
AngelmanSlide140.png,train,val,train,train,train
AngelmanSlide141.png,val,train,train,train,train
AngelmanSlide142.png,train,train,train,val,train
AngelmanSlide143.png,train,train,train,train,val
AngelmanSlide144.png,train,train,val,train,train
AngelmanSlide145.png,val,train,train,train,train
AngelmanSlide146.png,train,train,train,train,val
AngelmanSlide147.png,train,train,val,train,train
AngelmanSlide148.png,train,train,train,val,train
AngelmanSlide149.png,val,train,train,train,train
AngelmanSlide150.png,train,val,train,train,train
AngelmanSlide151.png,train,train,val,train,train
AngelmanSlide152.png,train,val,train,train,train
AngelmanSlide153.png,train,train,train,val,train
AngelmanSlide154.png,train,train,train,train,val
AngelmanSlide155.png,train,train,train,val,train
AngelmanSlide156.png,train,train,train,val,train
AngelmanSlide157.png,train,val,train,train,train
AngelmanSlide158.png,train,train,val,train,train
AngelmanSlide159.png,train,train,train,val,train
AngelmanSlide161.png,val,train,train,train,train
AngelmanSlide162.png,train,train,train,val,train
AngelmanSlide163.png,train,train,train,train,val
AngelmanSlide164.png,train,train,val,train,train
AngelmanSlide165.png,val,train,train,train,train
AngelmanSlide166.png,train,train,val,train,train
AngelmanSlide167.png,train,train,train,train,val
AngelmanSlide168.png,train,train,train,val,train
AngelmanSlide169.png,train,val,train,train,train
AngelmanSlide170.png,val,train,train,train,train
AngelmanSlide171.png,train,val,train,train,train
AngelmanSlide172.png,train,train,train,train,val
AngelmanSlide173.png,val,train,train,train,train
AngelmanSlide174.png,train,val,train,train,train
AngelmanSlide175.png,train,train,val,train,train
AngelmanSlide176.png,train,train,train,val,train
AngelmanSlide177.png,val,train,train,train,train
AngelmanSlide178.png,train,train,train,train,val
AngelmanSlide180.png,train,val,train,train,train
AngelmanSlide181.png,train,train,val,train,train
AngelmanSlide182.png,train,train,train,train,val
AngelmanSlide183.png,train,train,train,val,train
AngelmanSlide184.png,val,train,train,train,train
AngelmanSlide185.png,train,val,train,train,train
AngelmanSlide186.png,val,train,train,train,train
AngelmanSlide187.png,val,train,train,train,train
AngelmanSlide188.png,train,train,val,train,train
AngelmanSlide189.png,train,train,train,val,train
AngelmanSlide190.png,train,train,train,train,val
AngelmanSlide191.png,train,train,val,train,train
AngelmanSlide192.png,val,train,train,train,train
AngelmanSlide193.png,train,val,train,train,train
AngelmanSlide194.png,train,train,train,train,val
AngelmanSlide195.png,train,train,train,val,train
AngelmanSlide196.png,val,train,train,train,train
AngelmanSlide197.png,train,val,train,train,train
AngelmanSlide198.png,train,train,train,val,train
AngelmanSlide199.png,train,train,train,train,val
AngelmanSlide201.png,train,train,val,train,train
AngelmanSlide202.png,val,train,train,train,train
AngelmanSlide203.png,train,train,val,train,train
AngelmanSlide204.png,val,train,train,train,train
AngelmanSlide205.png,train,val,train,train,train
AngelmanSlide206.png,train,val,train,train,train
AngelmanSlide207.png,train,train,train,train,val
AngelmanSlide208.png,train,train,val,train,train
AngelmanSlide211.png,train,train,train,val,train
AngelmanSlide212.png,train,train,train,val,train
AngelmanSlide213.png,train,train,train,train,val
AngelmanSlide214.png,train,val,train,train,train
AngelmanSlide215.png,train,val,train,train,train
AngelmanSlide216.png,train,train,train,val,train
AngelmanSlide217.png,val,train,train,train,train
AngelmanSlide218.png,val,train,train,train,train
AngelmanSlide219.png,val,train,train,train,train
AngelmanSlide220.png,train,train,val,train,train
AngelmanSlide221.png,train,train,val,train,train
AngelmanSlide222.png,train,train,val,train,train
AngelmanSlide223.png,train,train,val,train,train
AngelmanSlide224.png,train,train,train,train,val
AngelmanSlide225.png,train,train,train,val,train
AngelmanSlide226.png,train,val,train,train,train
AngelmanSlide227.png,val,train,train,train,train
AngelmanSlide228.png,train,val,train,train,train
AngelmanSlide229.png,train,train,val,train,train
AngelmanSlide230.png,train,train,train,train,val
AngelmanSlide231.png,train,train,val,train,train
AngelmanSlide232.png,train,train,train,val,train
AngelmanSlide233.png,train,train,train,train,val
AngelmanSlide234.png,val,train,train,train,train
AngelmanSlide235.png,val,train,train,train,train
AngelmanSlide236.png,train,val,train,train,train
AngelmanSlide237.png,train,val,train,train,train
AngelmanSlide238.png,train,train,val,train,train
AngelmanSlide240.png,train,val,train,train,train
AngelmanSlide241.png,train,train,train,train,val
AngelmanSlide242.png,train,val,train,train,train
AngelmanSlide243.png,train,train,train,val,train
AngelmanSlide244.png,train,train,train,train,val
AngelmanSlide245.png,train,train,val,train,train
AngelmanSlide246.png,train,val,train,train,train
AngelmanSlide247.png,val,train,train,train,train
AngelmanSlide248.png,train,train,train,val,train
AngelmanSlide249.png,train,train,train,val,train
AngelmanSlide250.png,train,train,val,train,train
AngelmanSlide252.png,train,train,val,train,train
AngelmanSlide253.png,val,train,train,train,train
AngelmanSlide254.png,train,val,train,train,train
AngelmanSlide255.png,train,train,train,train,val
AngelmanSlide256.png,train,val,train,train,train
AngelmanSlide257.png,val,train,train,train,train
AngelmanSlide258.png,train,train,train,train,val
AngelmanSlide259.png,train,train,train,train,val
AngelmanSlide260.png,train,train,train,train,val
AngelmanSlide261.png,train,train,train,val,train
AngelmanSlide262.png,train,train,val,train,train
AngelmanSlide263.png,val,train,train,train,train
AngelmanSlide264.png,train,val,train,train,train
AngelmanSlide265.png,train,train,val,train,train
AngelmanSlide266.png,train,train,val,train,train
AngelmanSlide267.png,train,train,val,train,train
AngelmanSlide268.png,train,train,train,val,train
AngelmanSlide269.png,train,train,train,train,val
AngelmanSlide270.png,val,train,train,train,train
AngelmanSlide271.png,train,train,val,train,train
AngelmanSlide272.png,train,train,train,val,train
AngelmanSlide273.png,train,val,train,train,train
AngelmanSlide274.png,val,train,train,train,train
AngelmanSlide275.png,train,train,train,train,val
AngelmanSlide276.png,train,train,train,val,train
AngelmanSlide277.png,val,train,train,train,train
AngelmanSlide278.png,val,train,train,train,train
AngelmanSlide279.png,train,val,train,train,train
AngelmanSlide280.png,train,train,train,val,train
AngelmanSlide281.png,train,train,val,train,train
AngelmanSlide282.png,train,train,train,train,val
AngelmanSlide283.png,train,val,train,train,train
AngelmanSlide284.png,train,train,val,train,train
AngelmanSlide285.png,train,train,train,train,val
AngelmanSlide286.png,val,train,train,train,train
AngelmanSlide287.png,train,train,train,val,train
AngelmanSlide288.png,train,train,train,val,train
AngelmanSlide289.png,train,val,train,train,train
AngelmanSlide290.png,train,train,val,train,train
AngelmanSlide291.png,train,val,train,train,train
AngelmanSlide292.png,train,train,train,val,train
AngelmanSlide293.png,train,train,train,val,train
AngelmanSlide294.png,val,train,train,train,train
AngelmanSlide295.png,train,val,train,train,train
AngelmanSlide296.png,train,train,train,train,val
AngelmanSlide297.png,train,train,val,train,train
AngelmanSlide298.png,train,train,train,train,val
AngelmanSlide299.png,train,train,val,train,train
AngelmanSlide300.png,train,val,train,train,train
AngelmanSlide301.png,train,val,train,train,train
AngelmanSlide302.png,train,val,train,train,train
AngelmanSlide303.png,train,val,train,train,train
AngelmanSlide304.png,train,val,train,train,train
AngelmanSlide305.png,train,val,train,train,train
AngelmanSlide306.png,train,val,train,train,train
AngelmanSlide307.png,train,val,train,train,train
AngelmanSlide308.png,val,train,train,train,train
AngelmanSlide309.png,val,train,train,train,train
AngelmanSlide310.png,val,train,train,train,train
AngelmanSlide311.png,val,train,train,train,train
AngelmanSlide312.png,val,train,train,train,train
AngelmanSlide313.png,train,val,train,train,train
AngelmanSlide314.png,train,train,train,val,train
AngelmanSlide315.png,train,train,train,train,val
AngelmanSlide316.png,train,val,train,train,train
AngelmanSlide317.png,train,train,val,train,train
AngelmanSlide318.png,train,train,train,val,train
AngelmanSlide319.png,val,train,train,train,train
AngelmanSlide320.png,train,train,train,train,val
AngelmanSlide321.png,train,train,train,train,val
AngelmanSlide322.png,val,train,train,train,train
AngelmanSlide323.png,train,val,train,train,train
AngelmanSlide324.png,train,train,val,train,train
AngelmanSlide325.png,train,val,train,train,train
AngelmanSlide326.png,train,train,train,val,train
AngelmanSlide327.png,val,train,train,train,train
AngelmanSlide328.png,train,train,train,val,train
AngelmanSlide329.png,train,train,val,train,train
AngelmanSlide330.png,train,train,train,train,val
AngelmanSlide331.png,val,train,train,train,train
AngelmanSlide332.png,train,val,train,train,train
AngelmanSlide333.png,train,train,val,train,train
AngelmanSlide334.png,train,train,val,train,train
AngelmanSlide335.png,train,train,val,train,train
AngelmanSlide336.png,train,train,train,val,train
AngelmanSlide337.png,train,train,train,val,train
AngelmanSlide338.png,train,train,train,train,val
AngelmanSlide339.png,val,train,train,train,train
AngelmanSlide340.png,train,val,train,train,train
AngelmanSlide340.png,train,train,val,train,train
AngelmanSlide341.png,train,train,train,train,val
AngelmanSlide342.png,train,train,val,train,train
AngelmanSlide343.png,val,train,train,train,train
AngelmanSlide344.png,train,train,train,train,val
AngelmanSlide345.png,train,val,train,train,train
AngelmanSlide346.png,train,train,train,train,val
AngelmanSlide347.png,train,val,train,train,train
AngelmanSlide348.png,val,train,train,train,train
AngelmanSlide349.png,train,train,train,train,val
AngelmanSlide350.png,train,train,train,val,train
AngelmanSlide351.png,train,train,val,train,train
AngelmanSlide352.png,train,train,train,val,train
AngelmanSlide354.png,val,train,train,train,train
AngelmanSlide355.png,train,val,train,train,train
AngelmanSlide356.png,train,train,train,val,train
AngelmanSlide357.png,train,val,train,train,train
AngelmanSlide358.png,train,train,val,train,train
AngelmanSlide359.png,train,train,val,train,train
AngelmanSlide360.png,train,train,train,train,val
AngelmanSlide361.png,train,train,train,val,train
AngelmanSlide362.png,train,train,train,train,val
AngelmanSlide363.png,val,train,train,train,train
AngelmanSlide364.png,train,val,train,train,train
AngelmanSlide365.png,val,train,train,train,train
AngelmanSlide366.png,train,train,train,train,val
AngelmanSlide367.png,train,train,train,val,train
AngelmanSlide368.png,train,train,val,train,train
AngelmanSlide369.png,val,train,train,train,train
AngelmanSlide370.png,train,val,train,train,train
AngelmanSlide371.png,train,train,val,train,train
AngelmanSlide372.png,train,train,train,val,train
AngelmanSlide373.png,train,train,train,train,val
AngelmanSlide374.png,train,train,train,val,train
AngelmanSlide375.png,val,train,train,train,train
AngelmanSlide376.png,train,train,val,train,train
AngelmanSlide377.png,train,val,train,train,train
AngelmanSlide378.png,train,train,train,train,val
AngelmanSlide379.png,val,train,train,train,train
AngelmanSlide380.png,train,val,train,train,train
AngelmanSlide381.png,train,train,val,train,train
AngelmanSlide382.png,train,train,train,train,val
AngelmanSlide383.png,train,train,train,val,train
AngelmanSlide384.png,train,val,train,train,train
AngelmanSlide385.png,val,train,train,train,train
AngelmanSlide386.png,train,train,val,train,train
AngelmanSlide387.png,train,train,train,train,val
AngelmanSlide388.png,train,train,train,val,train
AngelmanSlide390.png,train,val,train,train,train
AngelmanSlide391.png,val,train,train,train,train
AngelmanSlide392.png,train,val,train,train,train
AngelmanSlide393.png,train,val,train,train,train
AngelmanSlide394.png,val,train,train,train,train
AngelmanSlide395.png,train,train,val,train,train
AngelmanSlide396.png,train,train,train,val,train
AngelmanSlide397.png,train,train,train,train,val
AngelmanSlide399.png,train,train,val,train,train
AngelmanSlide400.png,train,train,train,train,val
AngelmanSlide401.png,train,train,train,train,val
AngelmanSlide403.png,val,train,train,train,train
AngelmanSlide404.png,train,train,train,train,val
AngelmanSlide405.png,train,train,train,val,train
AngelmanSlide406.png,train,val,train,train,train
AngelmanSlide407.png,train,train,train,train,val
AngelmanSlide409.png,train,train,train,train,val
AngelmanSlide410.png,train,train,val,train,train
AngelmanSlide411.png,train,train,train,val,train
AngelmanSlide412.png,train,train,train,train,val
AngelmanSlide413.png,val,train,train,train,train
AngelmanSlide414.png,train,val,train,train,train
AngelmanSlide415.png,train,val,train,train,train
AngelmanSlide416.png,train,train,val,train,train
AngelmanSlide417.png,train,train,train,val,train
AngelmanSlide418.png,train,train,train,val,train
AngelmanSlide419.png,train,train,train,train,val
AngelmanSlide420.png,train,train,train,val,train
AngelmanSlide421.png,val,train,train,train,train
AngelmanSlide422.png,val,train,train,train,train
AngelmanSlide423.png,val,train,train,train,train
AngelmanSlide424.png,train,train,train,train,val
AngelmanSlide425.png,train,train,val,train,train
AngelmanSlide426.png,train,train,train,val,train
AngelmanSlide427.png,train,train,val,train,train
AngelmanSlide428.png,train,val,train,train,train
AngelmanSlide429.png,val,train,train,train,train
AngelmanSlide430.png,train,train,train,train,val
AngelmanSlide431.png,val,train,train,train,train
AngelmanSlide432.png,train,val,train,train,train
AngelmanSlide433.png,train,val,train,train,train
AngelmanSlide434.png,train,val,train,train,train
AngelmanSlide436.png,train,val,train,train,train
AngelmanSlide437.png,train,train,train,val,train
AngelmanSlide438.png,train,train,val,train,train
AngelmanSlide439.png,val,train,train,train,train
AngelmanSlide440.png,train,train,train,val,train
AngelmanSlide441.png,train,val,train,train,train
AngelmanSlide442.png,train,train,train,train,val
AngelmanSlide443.png,train,train,train,val,train
AngelmanSlide444.png,train,train,train,val,train
AngelmanSlide445.png,train,train,train,val,train
AngelmanSlide446.png,train,train,val,train,train
AngelmanSlide447.png,train,val,train,train,train
AngelmanSlide448.png,train,train,train,train,val
AngelmanSlide449.png,val,train,train,train,train
AngelmanSlide450.png,train,train,train,val,train
AngelmanSlide451.png,train,train,val,train,train
AngelmanSlide452.png,train,train,val,train,train
AngelmanSlide453.png,train,train,train,train,val
AngelmanSlide454.png,val,train,train,train,train
AngelmanSlide455.png,train,val,train,train,train
AngelmanSlide456.png,train,train,val,train,train
AngelmanSlide457.png,train,train,train,val,train
AngelmanSlide458.png,val,train,train,train,train
AngelmanSlide459.png,train,train,train,train,val
AngelmanSlide460.png,train,val,train,train,train
AngelmanSlide461.png,train,train,train,val,train
AngelmanSlide462.png,train,train,train,train,val
BWSSlide2.png,train,val,train,train,train
BWSSlide3.png,val,train,train,train,train
BWSSlide4.png,train,train,train,train,val
BWSSlide5.png,train,train,val,train,train
BWSSlide6.png,train,val,train,train,train
BWSSlide7.png,train,train,train,train,val
BWSSlide8.png,val,train,train,train,train
BWSSlide9.png,train,train,train,val,train
BWSSlide12.png,train,train,train,val,train
BWSSlide13.png,train,train,val,train,train
BWSSlide14.png,val,train,train,train,train
BWSSlide15.png,val,train,train,train,train
BWSSlide16.png,train,val,train,train,train
BWSSlide18.png,train,train,val,train,train
BWSSlide19.png,train,train,train,train,val
BWSSlide20.png,train,train,train,train,val
BWSSlide21.png,train,train,train,val,train
BWSSlide22.png,train,val,train,train,train
BWSSlide23.png,val,train,train,train,train
BWSSlide24.png,train,train,val,train,train
BWSSlide25.png,train,train,train,train,val
BWSSlide26.png,train,train,train,val,train
BWSSlide27.png,train,train,val,train,train
BWSSlide28.png,val,train,train,train,train
BWSSlide29.png,train,val,train,train,train
BWSSlide30.png,train,train,train,val,train
BWSSlide32.png,train,train,train,train,val
BWSSlide33.png,train,train,val,train,train
BWSSlide34.png,val,train,train,train,train
BWSSlide35.png,train,train,val,train,train
BWSSlide36.png,train,train,train,val,train
BWSSlide37.png,train,val,train,train,train
BWSSlide38.png,train,train,train,train,val
BWSSlide39.png,val,train,train,train,train
BWSSlide40.png,train,train,val,train,train
BWSSlide41.png,val,train,train,train,train
BWSSlide42.png,val,train,train,train,train
BWSSlide43.png,train,val,train,train,train
BWSSlide44.png,train,val,train,train,train
BWSSlide45.png,train,train,train,val,train
BWSSlide46.png,train,train,val,train,train
BWSSlide47.png,train,train,val,train,train
BWSSlide48.png,train,val,train,train,train
BWSSlide49.png,train,train,train,train,val
BWSSlide50.png,val,train,train,train,train
BWSSlide51.png,train,val,train,train,train
BWSSlide52.png,train,train,val,train,train
BWSSlide53.png,train,train,train,val,train
BWSSlide54.png,train,train,train,train,val
BWSSlide55.png,val,train,train,train,train
BWSSlide56.png,train,val,train,train,train
BWSSlide57.png,train,train,val,train,train
BWSSlide58.png,train,train,train,train,val
BWSSlide59.png,train,train,val,train,train
BWSSlide60.png,train,train,train,val,train
BWSSlide61.png,val,train,train,train,train
BWSSlide62.png,train,train,train,val,train
BWSSlide65.png,train,val,train,train,train
BWSSlide66.png,train,train,train,train,val
BWSSlide67.png,train,train,train,train,val
BWSSlide68.png,val,train,train,train,train
BWSSlide69.png,train,train,val,train,train
BWSSlide70.png,train,val,train,train,train
BWSSlide71.png,train,val,train,train,train
BWSSlide72.png,train,train,train,val,train
BWSSlide73.png,train,train,val,train,train
BWSSlide74.png,val,train,train,train,train
BWSSlide75.png,train,train,train,train,val
BWSSlide76.png,train,train,train,val,train
BWSSlide77.png,val,train,train,train,train
BWSSlide78.png,train,train,val,train,train
BWSSlide79.png,train,val,train,train,train
BWSSlide80.png,train,train,val,train,train
BWSSlide81.png,train,train,val,train,train
BWSSlide82.png,train,train,train,train,val
BWSSlide83.png,train,train,train,train,val
BWSSlide84.png,train,train,train,train,val
BWSSlide85.png,train,train,train,val,train
BWSSlide86.png,train,val,train,train,train
BWSSlide87.png,val,train,train,train,train
BWSSlide88.png,train,train,val,train,train
BWSSlide89.png,train,train,train,val,train
BWSSlide90.png,train,val,train,train,train
BWSSlide91.png,train,val,train,train,train
BWSSlide92.png,train,train,train,val,train
BWSSlide93.png,train,train,train,val,train
BWSSlide94.png,train,train,train,train,val
BWSSlide95.png,train,train,train,train,val
BWSSlide96.png,train,train,train,train,val
BWSSlide97.png,train,train,train,train,val
BWSSlide98.png,val,train,train,train,train
BWSSlide99.png,train,val,train,train,train
BWSSlide100.png,train,train,train,val,train
BWSSlide101.png,train,train,val,train,train
BWSSlide102.png,train,train,train,train,val
BWSSlide103.png,train,val,train,train,train
BWSSlide104.png,val,train,train,train,train
BWSSlide105.png,train,train,train,val,train
BWSSlide106.png,val,train,train,train,train
BWSSlide107.png,train,train,train,train,val
BWSSlide108.png,train,train,val,train,train
BWSSlide109.png,train,train,train,val,train
BWSSlide110.png,train,train,val,train,train
BWSSlide111.png,train,train,val,train,train
BWSSlide112.png,train,train,val,train,train
BWSSlide113.png,train,train,train,train,val
BWSSlide114.png,train,train,train,val,train
BWSSlide115.png,train,train,train,val,train
BWSSlide116.png,train,train,train,val,train
BWSSlide117.png,train,val,train,train,train
BWSSlide118.png,val,train,train,train,train
BWSSlide119.png,train,val,train,train,train
BWSSlide120.png,train,val,train,train,train
BWSSlide121.png,train,train,val,train,train
BWSSlide122.png,train,train,train,val,train
BWSSlide123.png,val,train,train,train,train
BWSSlide124.png,train,train,train,train,val
BWSSlide125.png,train,val,train,train,train
BWSSlide126.png,train,train,val,train,train
BWSSlide127.png,train,train,train,val,train
BWSSlide128.png,train,train,train,train,val
BWSSlide129.png,train,train,train,train,val
BWSSlide130.png,train,train,train,train,val
BWSSlide131.png,train,train,train,val,train
BWSSlide132.png,val,train,train,train,train
BWSSlide133.png,train,train,val,train,train
BWSSlide134.png,train,train,train,train,val
BWSSlide135.png,train,val,train,train,train
BWSSlide136.png,val,train,train,train,train
BWSSlide137.png,train,train,val,train,train
BWSSlide138.png,train,train,val,train,train
BWSSlide139.png,train,val,train,train,train
BWSSlide140.png,train,train,train,val,train
BWSSlide141.png,train,train,train,train,val
BWSSlide142.png,val,train,train,train,train
BWSSlide143.png,train,train,train,val,train
BWSSlide144.png,train,val,train,train,train
BWSSlide145.png,train,train,val,train,train
BWSSlide146.png,train,train,train,train,val
BWSSlide147.png,train,train,val,train,train
BWSSlide148.png,train,train,train,val,train
BWSSlide149.png,train,train,train,train,val
BWSSlide150.png,train,train,val,train,train
BWSSlide151.png,val,train,train,train,train
BWSSlide152.png,val,train,train,train,train
BWSSlide153.png,train,train,train,val,train
BWSSlide154.png,train,val,train,train,train
BWSSlide155.png,train,val,train,train,train
BWSSlide156.png,train,train,train,train,val
BWSSlide157.png,val,train,train,train,train
BWSSlide158.png,train,train,val,train,train
BWSSlide159.png,train,train,train,val,train
BWSSlide160.png,train,val,train,train,train
BWSSlide161.png,train,train,val,train,train
BWSSlide162.png,train,train,train,train,val
BWSSlide163.png,val,train,train,train,train
BWSSlide164.png,train,train,train,train,val
BWSSlide165.png,train,train,val,train,train
BWSSlide166.png,train,train,train,val,train
BWSSlide167.png,val,train,train,train,train
BWSSlide168.png,train,train,train,val,train
BWSSlide169.png,train,train,val,train,train
BWSSlide170.png,train,val,train,train,train
BWSSlide171.png,train,train,val,train,train
BWSSlide172.png,val,train,train,train,train
BWSSlide173.png,val,train,train,train,train
BWSSlide174.png,train,val,train,train,train
BWSSlide175.png,train,train,train,train,val
BWSSlide176.png,val,train,train,train,train
BWSSlide177.png,train,val,train,train,train
BWSSlide178.png,train,train,train,val,train
BWSSlide179.png,train,train,val,train,train
BWSSlide180.png,train,train,train,train,val
BWSSlide181.png,val,train,train,train,train
BWSSlide182.png,train,val,train,train,train
BWSSlide183.png,train,train,train,val,train
BWSSlide184.png,train,train,train,train,val
BWSSlide185.png,val,train,train,train,train
BWSSlide186.png,train,val,train,train,train
BWSSlide187.png,train,train,train,val,train
BWSSlide188.png,train,train,train,val,train
BWSSlide189.png,train,train,train,train,val
BWSSlide190.png,train,train,val,train,train
BWSSlide191.png,val,train,train,train,train
BWSSlide192.png,train,val,train,train,train
BWSSlide193.png,train,train,train,train,val
BWSSlide194.png,train,train,val,train,train
BWSSlide195.png,val,train,train,train,train
BWSSlide196.png,train,val,train,train,train
BWSSlide197.png,train,train,val,train,train
BWSSlide198.png,train,train,train,val,train
BWSSlide199.png,train,train,train,train,val
BWSSlide200.png,train,val,train,train,train
BWSSlide201.png,train,val,train,train,train
BWSSlide202.png,val,train,train,train,train
BWSSlide203.png,train,train,train,train,val
BWSSlide204.png,train,train,train,val,train
BWSSlide205.png,train,train,val,train,train
BWSSlide206.png,val,train,train,train,train
BWSSlide207.png,train,train,val,train,train
BWSSlide208.png,train,val,train,train,train
BWSSlide209.png,train,val,train,train,train
BWSSlide210.png,train,val,train,train,train
BWSSlide211.png,train,train,train,val,train
BWSSlide212.png,val,train,train,train,train
BWSSlide213.png,val,train,train,train,train
BWSSlide214.png,val,train,train,train,train
BWSSlide215.png,train,train,train,val,train
BWSSlide216.png,train,train,train,val,train
BWSSlide217.png,train,train,val,train,train
BWSSlide218.png,train,train,val,train,train
BWSSlide219.png,train,train,train,val,train
BWSSlide220.png,train,train,train,val,train
BWSSlide221.png,train,train,train,train,val
BWSSlide222.png,train,train,train,train,val
BWSSlide223.png,train,train,train,train,val
BWSSlide224.png,val,train,train,train,train
BWSSlide225.png,val,train,train,train,train
BWSSlide226.png,train,val,train,train,train
BWSSlide227.png,train,train,val,train,train
BWSSlide228.png,train,train,train,val,train
BWSSlide229.png,train,train,train,train,val
BWSSlide230.png,val,train,train,train,train
BWSSlide231.png,train,val,train,train,train
BWSSlide232.png,train,train,train,train,val
BWSSlide233.png,train,train,val,train,train
BWSSlide234.png,val,train,train,train,train
BWSSlide235.png,train,train,train,val,train
BWSSlide236.png,train,val,train,train,train
BWSSlide237.png,train,val,train,train,train
BWSSlide238.png,train,train,val,train,train
BWSSlide239.png,train,train,val,train,train
BWSSlide240.png,train,train,val,train,train
BWSSlide241.png,train,train,train,train,val
BWSSlide242.png,train,train,train,train,val
BWSSlide243.png,train,val,train,train,train
BWSSlide244.png,val,train,train,train,train
BWSSlide245.png,val,train,train,train,train
BWSSlide246.png,val,train,train,train,train
BWSSlide247.png,train,val,train,train,train
BWSSlide248.png,train,train,val,train,train
BWSSlide249.png,train,train,train,train,val
BWSSlide250.png,train,train,train,val,train
BWSSlide251.png,train,train,val,train,train
BWSSlide252.png,train,train,train,val,train
BWSSlide253.png,val,train,train,train,train
BWSSlide254.png,train,train,train,train,val
BWSSlide255.png,val,train,train,train,train
BWSSlide256.png,train,train,train,train,val
BWSSlide257.png,train,val,train,train,train
BWSSlide258.png,train,val,train,train,train
BWSSlide259.png,train,train,train,train,val
BWSSlide260.png,train,train,val,train,train
BWSSlide261.png,train,train,train,val,train
BWSSlide262.png,train,train,val,train,train
BWSSlide263.png,val,train,train,train,train
BWSSlide264.png,train,train,train,val,train
BWSSlide265.png,train,val,train,train,train
BWSSlide266.png,train,val,train,train,train
BWSSlide267.png,train,val,train,train,train
BWSSlide268.png,val,train,train,train,train
BWSSlide269.png,train,train,train,val,train
BWSSlide270.png,train,val,train,train,train
BWSSlide271.png,train,train,train,train,val
BWSSlide272.png,train,train,train,train,val
BWSSlide273.png,train,train,train,train,val
BWSSlide274.png,train,train,train,train,val
BWSSlide275.png,train,train,train,val,train
BWSSlide276.png,train,train,train,val,train
BWSSlide277.png,train,train,train,val,train
